ID_PDV,Provincia,ISTAT,COMUNE,TITOLARE,INDIRIZZO,Settoremerc.non alim.,Sup.alim.,Sup.non alim.,Sup.totale,geo_x,geo_y
14354,BS,17069,ERBUSCO,S. NEGOZI S.R.L.,Via Cantarane 4,C,0,4000,4000,45.58007654,9.9961575983
2399,MI,15166,PADERNO DUGNANO,G.S. SPA,S.S.  N.  35 Dei Giovi -,,3588,17194,20782,45.5743220606,9.1806608097
6677,BS,17174,SAREZZO,ESSELUNGA SPA,P.Le Europa,,3353,0,3353,45.6457299873,10.2010496488
6395,BG,16193,SARNICO,ITALMARK  S.P.A.,"V. Predore, 27",,1000,670,1670,45.6755226211,9.9772482935
1445,VA,12138,VERGIATE,UTILITY SRL,"Via Sempione, 51",C,0,1728,1728,45.7137122203,8.6928325872
6081,VA,12004,ARCISATE,CAVALCA SPA,"Via Machiavelli, 5",A,0,2587,2587,45.8609770444,8.8777629811
14353,BS,17069,ERBUSCO,S. NEGOZI S.R.L.,Via Cantarane 4,C,0,4148,4148,45.5799330829,9.9969683564
5120,BS,17165,RONCADELLE,IKEA ITALIA RETAIL SRL - MELLA 2000 SRL,"Via M. D'Antona E M. Biagi, 9",C,90,18126,18216,45.5285606622,10.1739336553
3948,MB,108028,LISSONE,LEROY MARLIN ITALIA SRL,"Via Nuova Valassina, 57",D,0,9940,9940,45.5984993231,9.236934685
1996,CR,19005,BAGNOLO CREMASCO,GESTIONE CENTRI COMMERCIALI S.R.L.,Via L. Da Vinci  N. 61,,1500,5946,7446,45.3635354216,9.6317835373
14803,BG,16120,GRUMELLO DEL MONTE,SUPERMERCATI EUROPA,V.Roma 94,,1219,880,2099,45.6373457865,9.8780270505
10221,BG,16207,STEZZANO,ALTACERRO S.R.L.,"Via Guzzanica, 62,64",,3060,18030,21090,45.6492507258,9.6322079972
9391,MI,15154,NERVIANO,AUCHAN SPA,Ss 33 Sempione,,2600,6700,9300,45.552981291,8.9871104296
11468,MB,108027,LIMBIATE,HI TECH SPA,Via Monza N.75,,1490,8517,10007,45.5940546797,9.125205458
13341,BS,17029,BRESCIA,LONATI SPA,Viale S.Eufemia Angolo Via Serenissima,,1000,13950,14950,45.5184239749,10.2830986944
1613,LC,97042,LECCO,ESSELUNGA S.P.A.,"Via Buozzi, 15/D/E",,2600,1545,4145,45.8410306098,9.4033076748
4887,PV,18177,VIGEVANO,ESSELUNGA SPA,Via S. Maria Ang. Via Commercio,,2135,2865,5000,45.3017046406,8.8602547415
14456,BG,16024,BERGAMO,OVS S.P.A.,Via Tiraboschi 53,A,1147,2803,3950,45.693230006,9.6690429339
10231,MN,20003,BAGNOLO SAN VITO,REE ITALIA   SRL,Localit?� Zaita,,1500,3600,5100,45.0936770421,10.858872164
4506,VA,12122,SOLBIATE OLONA,FACIB DI CORTESI & C SPA,"Via Per Fagnano, 11",A,0,1800,1800,45.6553986384,8.8687680033
1546,MI,15036,BUCCINASCO,ESSELUNGA SPA,Viale Degli Alpini,,2310,490,2800,45.4337615553,9.1210457445
11972,CO,13107,GERA LARIO,S.C. EVOLUTION,"Via La Rosa N. 354,Piantedo",,0,5000,5000,46.1411911586,9.4153641697
2325,VA,12013,BESOZZO,TIGROS SPA,"Via L. Da Vinci, 1",,1487,457,1944,45.8414385056,8.6695234074
11467,BG,16009,AMBIVERE,DOSS SPA,Via Mazzini,,700,5800,6500,45.7187594417,9.5553804662
4191,BS,17081,GUSSAGO,ITALMARK SPA,"Via Richiedei, 59",,1155,2231,3386,45.5909796437,10.153011912
2466,BG,16089,CURNO,SELFITALIA SRL,"Via Bergamo, 36",D,0,4788,4788,45.6910314479,9.6206940547
6096,VA,12133,VARESE,GRUPPO COIN S.P.A.,V. V. Veneto 14,A,50,3650,3700,45.8170299823,8.8296042498
4697,MN,20021,CURTATONE,TIZIANO IMMOBILIARE SRL,Via Generale De Laugier C.M.,,4277,9025,13302,45.1529822327,10.7207133165
5113,BS,17163,RODENGO SAIANO,(FRANCIACORTA RETAIL S.R.L.DEGI FRANCIA S.R.L.),Localita Moie,,0,24551,24551,45.5774683165,10.1189600365
621,BS,17029,BRESCIA,ESSELUNGA,"Via  Volta, 54",,1300,1620,2920,45.5124706482,10.2250216519
4441,MI,15189,ROZZANO,FIORDALISO SPA,Via Curiel N. 25,,4500,29485,33985,45.392787228,9.1761902293
5504,MI,15016,BELLINZAGO LOMBARDO,ALTABASILIO SRL,Localit?� Villa Fornaci Fronte S.S. 11,,4200,23749,27949,45.546494809,9.4532820626
6514,CO,13165,OLGIATE COMASCO,BENNET SPA,Via Lomazzo 4,,1619,3361,4980,45.7825718645,8.9569687538
10094,LC,97005,BARZAGO,FIRST ATLANTIC RE SGR SPA,Via Xxv Aprile 1,,1120,1391,2511,45.7520330268,9.3243790322
4429,MI,15211,SETTIMO MILANESE,K2 FUND DI BNP PARIBAS REIM SGR PA (*),"Via Reiss Romoli, 16",,1735,5155,6890,45.4790984506,9.0627641091
8915,MB,108028,LISSONE,ESSELUNGA SPA,Via Giardino Angolo Via Valassina,,2865,8007,10872,45.6000159607,9.2306409989
1767,MI,15011,ASSAGO,LEROY MERLIN ITALIA SRL,Via Della Fonte Lunga 9 - Ed. A,D,0,13000,13000,45.398306007,9.1477940635
7207,LC,97068,PESCATE,BENNET SPA,Via Roma 7,,1950,1620,3570,45.8416942401,9.3968041781
4132,MB,108053,CORNATE D'ADDA,MERCURIO,Via Berlinguer 48,,1433,21431,22864,45.6217065069,9.475997567
1377,MI,15101,DRESANO,MASCHI MATTEO,S.P.159 Sordio-Bettola,C,0,4000,4000,45.376594461,9.3583222858
12281,BG,16144,NEMBRO,ESSELUNGA SPA,Via Cascina Colombaia N?? 3,,1960,2315,4275,45.7358733358,9.7478982928
1612,LC,97042,LECCO,COOP. DI CONSUMO LA POPOLARE S.P.A. A R.L.,"Corso Carlo Alberto, 120",,2830,5120,7950,45.8403488895,9.4085311284
617,BS,17029,BRESCIA,BENNET SPA,Via Genova 76,,2500,2800,5300,45.5208143011,10.185593242
1355,CO,13095,ERBA,LA ROTONDA,Via Trieste,,470,3324,3794,45.8035110653,9.2281519865
4383,MI,15051,CARUGATE,EUROCOMMERCIAL PROPERTIES ITALIA S.R.L.,Str. Prov. 208 Km. 2,,7278,22127,29405,45.5459222782,9.3301036099
12154,BS,17201,VILLANUOVA SUL CLISI,ITALMARK S.P.A.,"Via Zanardelli, 79",D,0,1650,1650,45.6043094267,10.4585963441
11974,BG,16075,CISERANO,TECNOCOVERING SRL,Corso Europa,,1700,650,2350,45.5926275006,9.6065322269
3485,MN,20017,CASTIGLIONE DELLE STIVIERE,SOCIETA' 1985/3,"Via Mazzini , 109",,2700,4360,7060,45.3760049296,10.5065394
7787,MN,20061,SERMIDE,RAMBALDI FAUSTO,Via Dei Cipressi 11,,1400,2554,3954,45.0070054562,11.2869815519
770,BG,16183,ROMANO DI LOMBARDIA,ZERBIMARK SPA- BENNET SPA,"Strada Statale Soncinese 498, Vi 18",,4000,17950,21950,45.5327030711,9.7586498519
2568,PV,18137,SAN MARTINO SICCOMARIO,IMMOBILIARE BENNET S.P.A,Strada Provinciale Per Mortara 3,,5800,6325,12125,45.1540265691,9.1268733619
671,MI,15077,CINISELLO BALSAMO,AUCHAN SPA,Via Castaldi 5,,5022,24328,29350,45.5573357005,9.2422719021
9878,CR,19035,CREMA,MARKETING TREND SPA - NATURA E SPORT SRL - TRIO SRL - BLOCKBUSTER ITALIA SPA,"Viale De Gasperi, 76",,290,3095,3385,45.3588163195,9.6734442622
5498,BS,17039,CARPENEDOLO,ITALMARK SPA,V. A. Pozzi,,3500,2900,6400,45.3588004828,10.4332808075
4430,MI,15211,SETTIMO MILANESE,OL.MAR SPA,"Via Gramsci, 115",,3500,4850,8350,45.4894644925,9.064302917
1773,MI,15011,ASSAGO,UNIEURO SPA,Via Della Fonte Lunga 3 - Ed. B,B,0,3650,3650,45.3993187639,9.1474155545
10894,MI,15173,PIEVE EMANUELE,ASSET SRL,Quartiere Erp Ex Incis,,1700,9300,11000,45.3424340645,9.1908325822
6072,VA,12133,VARESE,UNIEURO S.P.A.,Via Saffi 88,B,0,2600,2600,45.8347554832,8.7964277197
13320,BG,16008,ALZANO LOMBARDO,LEONARDO SPA,Via Pesenti,,2000,8250,10250,45.7318361545,9.7334742135
4010,MI,15209,SESTO SAN GIOVANNI,MALENCO S.R.L.,Area Ex Vulcano,,4200,22300,26500,45.5379672239,9.2515955121
5189,BS,17143,PISOGNE,LANZINI ARREDAMENTI SNC,"Via Provinciale, 18",C,0,3000,3000,45.8305033436,10.1301133549
14808,MI,15077,CINISELLO BALSAMO,ESPERIDE SRL,"Viale Brianza, 2",,0,4081,4081,45.5504723523,9.2391327224
6595,MI,15106,GESSATE,ESSELUNGA SPA,"Via Della Filanda, 3",,2092,523,2615,45.5440820933,9.4407383483
6252,PV,18109,PARONA,BENNET SPA,"Via Case Sparse Per Vigevano, 4",,4091,17694,21785,45.2829197531,8.7649432843
10230,MI,15204,SEDRIANO,BENNET SPA,P.Zza Gandhi N. 6,,2650,12300,14950,45.483804843,8.977200519
734,PV,18102,MORTARA,BENNET SPA,"Via Lomellina, 59",,2597,5826,8423,45.2433178546,8.7469950163
3248,MI,15157,NOVATE MILANESE,BNP PARIBAS REIM SGR P.A. KLEPIERRE,Via Amoretti 1,,3361,15989,19350,45.5196584115,9.1496924182
6094,VA,12133,VARESE,IPER MONTEBELLO SPA,"V.Le Belforte, 315",,6050,13310,19360,45.8065139988,8.8628723059
2172,BS,17092,LONATO DEL GARDA,GUEMA MACCHINE SRL,"Via Mapella, 2/4",D,0,2950,2950,45.4628635418,10.5046805708
1176,MN,20027,GONZAGA,CALZOLARI SRL,"Via Cadellora, 4/6",D,0,2000,2000,44.9563016868,10.8309092003
6097,VA,12133,VARESE,OVS S.P.A.,P. Monte Grappa/V. Marconi,A,30,2438,2468,45.8176202417,8.8268070537
2324,BG,16207,STEZZANO,S NEGOZI S.R.L.,"Via Boito, 4",C,0,8937,8937,45.653762836,9.6357114172
14662,PV,18137,SAN MARTINO SICCOMARIO,SUPERMERCATI EUROPA SRL,Via Piemonte 18/20,,2015,490,2505,45.164777098,9.1344508563
12426,BG,16016,AZZANO SAN PAOLO,COMMERZAL REAL INVESTMENTGESELISCHFT MBH,Germania-Wiesbaden,,2250,46750,49000,45.6622747328,9.694920905
12427,MI,15087,CORNAREDO,GALLERIE COMMERCIALI BENNET S.P.A.,Via Milano 30,,4000,1980,5980,45.4909156392,9.0371969246
5364,MI,15167,PANTIGLIATE,DUEPI,S.S. 415 Nuova Paullese,C,0,5302,5302,45.4293485447,9.3638409599
13437,PV,18095,MONTEBELLO DELLA BATTAGLIA,IMMOBILIARE GALLERIE COMMERCIALI,Via Mirabella,A,0,2100,2100,44.9980365023,9.0703714358
1337,CO,13064,CERMENATE,GALPAS SRL,Via Europa Unita,,900,5023,5923,45.6988928167,9.0987524961
10472,BG,16089,CURNO,ESSELUNGA SPA,"Via Bergamo, 48",,1907,2169,4076,45.6919396055,9.6156021498
5116,BS,17165,RONCADELLE,CONSORZIO OPERATORI C.C. LE RONDINELLE,"Via Mattei, 37/39",,5533,20485,26018,45.5345264842,10.1493190285
6095,VA,12133,VARESE,OVS S.P.A.,"V.Le Milano, 10",A,30,4759,4789,45.8190219409,8.8329270548
1877,BS,17088,LENO,ITALFRUTTA SPA,Via Brescia 1/A,,1850,1650,3500,45.369753211,10.2161073646
9880,BG,16132,MAPELLO,VIRGILIO SPA,Via Strada Regia 4,,4500,10490,14990,45.7129199522,9.5630394591
13,BS,17099,MAIRANO,ITALMARK SPA,S.P.,,0,8605,8605,45.4460057618,10.098169459
11975,MI,15206,SENAGO,GIAMARI SRL,"Via De Gasperi, 70",,1500,3500,5000,45.5590816511,9.1147668974
6005,MI,15165,OZZERO,PIZZI MARCO,Loc. Soria Vecchia,A,0,2600,2600,45.3576141743,8.9113399162
3480,MI,15118,LEGNANO,GRAN CASA SPA,"Via Jucker, 2",C,0,6750,6750,45.6111288507,8.9340361463
4884,LO,98011,CASELLE LANDI,MOBILI LAMBRI,"Via Papa Giovanni Xxiii, 2",C,0,1850,1850,45.1057497977,9.7876961707
2198,BG,16074,CISANO BERGAMASCO,RUGIADA,Via Milano 7,,1500,3500,5000,45.7408809743,9.4572773238
2682,MN,20065,SUZZARA,COOP. CONSUMATORI NORDEST SCRL- LA CITTA' GIARDINO S.R.L.,Via Lenin - Via Pasine,,3040,7684,10724,44.997739877,10.7343641968
3229,MI,15093,CORSICO,IKEA ITALIA RETAIL SRL  -,"Via Marchesi, 4",C,30,21445,21475,45.4277668146,9.0792527879
4516,MB,108039,SEREGNO,ESSELUNGA SPA,V.Le Repubblica Ang. Montello,,2000,1300,3300,45.6477870714,9.2265645786
5115,BS,17165,RONCADELLE,B.B.C. S.R.L.,S.S. 11 - Loc. Mandolossa,D,0,2990,2990,45.5494094633,10.136884761
14544,BG,16083,CORTENUOVA,ALFA IMMOBILIARE SRL,Via Trieste 15,,5835,23241,29076,45.5275712205,9.82002874
9485,BG,16010,ANTEGNATE,INIZIATIVA 13 SRL,Ss 11,,9000,14000,23000,45.4826870562,9.7824607092
13389,MI,15105,GARBAGNATE MILANESE,ESSELUNGA SPA,Via I?? Maggio,,2526,1874,4400,45.5631901459,9.0813005896
9881,MI,15243,VITTUONE,IPER MONTEBELLO S.P.A,Via S.P. 227 Dir (Vittuone/Cisliano) N. 2,,4032,10868,14900,45.4799792371,8.9476527539
4024,PV,18155,TORRAZZA COSTE,LEROY MERLIN ITALIA SRL EX LEROY MERLIN UNO SPA,"Via Emilia, 47",D,0,5000,5000,44.9857721161,9.077237616
4009,MI,15209,SESTO SAN GIOVANNI,ESSELUNGA SPA,Via Rovani,D,1550,3400,4950,45.5367995185,9.2306113028
3688,VA,12108,OLGIATE OLONA,ESSELUNGA SPA,"Via Fagnano, 10",,2985,1390,4375,45.6289637926,8.8589653647
457,CO,13129,LIPOMO,ESSELUNGA SPA,Via Provinciale Per Lecco 1,,2580,700,3280,45.7976181098,9.1155103783
14477,BS,17029,BRESCIA,TRIUMPLINA 43 SPA,Via Triumplina 43,,3060,6935,9995,45.5184239749,10.2830986944
5523,CO,13110,GRANDATE,IPER MONTEBELLO SPA,"Via Leopardi, 2/A",,4000,5638,9638,45.7690886214,9.0585377552
13498,MN,20021,CURTATONE,COMET SPA,Via Costituzione 27 A,B,0,4998,4998,45.129219983,10.7689634202
2208,PV,18182,VOGHERA,ESSELUNGA SPA,"Via A. Meucci, 2 A/B",,2185,1150,3335,44.9980110377,9.0163642521
3559,PV,18110,PAVIA,ESSELUNGA SPA,V. Filzi 6,,1814,1236,3050,45.1898795689,9.1484268596
4800,MB,108048,VERANO BRIANZA,SATURN EX EMPORIO ANGIUONI,"Via Furlanelli, 69",C,0,5675,5675,45.6917088041,9.2204659178
13468,BS,17040,CASTEGNATO,M.BUSINESS SRL,Via Tangenziale Ovest,C,0,7000,7000,45.5504491073,10.122636512
967,VA,12070,GALLARATE,S.S.C. SRL,"Viale Milano, 163",,4981,3321,8302,45.6447280603,8.8195196989
7436,CR,19035,CREMA,MILLENIUM GALLERY S.R.L.,Via La Pira 12,,5500,6250,11750,45.3583214259,9.6667994257
5986,MI,15158,NOVIGLIO,BAZAR DELL'ABBIGLIAMENTO S.P.A.,Via Delle Industrie 4,A,0,2005,2005,45.3405392074,9.0922161702
2919,BS,17052,CHIARI,GESTIONE CENTRI COMMERCIALI,"Via Milano, 30",,1808,700,2508,45.5332883129,9.9199689174
4526,MI,15032,BRESSO,BILLA A.G.,V. Veneto 7,D,687,2489,3176,45.5427505506,9.1895146146
10887,BS,17161,REZZATO,MAGAZZONE 2 S.R.L.,Via Breve,,0,6100,6100,45.5128302295,10.2973715214
2920,BS,17052,CHIARI,ITALMARK SPA,"Via Brescia, 31",,4000,7307,11307,45.5428776663,9.9424329938
3968,BS,17195,VEROLANUOVA,ITALFRUTTA SPA,"V. Circonvallazione, 29",,1550,393,1943,45.3332898794,10.0805700447
8182,MI,15146,MILANO,COOP LOMBARDIA (1),Viale Umbria Ang. P. Coletta- P.Le Lodi 3,,3896,4150,8046,45.4481441645,9.212032363
6794,LC,97045,MALGRATE,BRICO BUSINESS COOPERATION SRL,Via Provinciale 13,D,0,2253,2253,45.8482459905,9.3696614652
7255,BS,17078,GHEDI,MAXI DI  SRL,Via Per Isorella 6/F,,2400,2064,4464,45.3955731645,10.2815074737
396,VA,12064,DAVERIO,CC IL GIGANTE,Sp Varese-Vergiate,,1820,5350,7170,45.7661204056,8.7684177659
14356,BS,17062,CORTE FRANCA,ESSELUNGA SPA,"Via Roma,117",,2600,1600,4200,45.6435333676,10.011005604
6144,BS,17085,ISEO,SUPERMERCATI EUROPA S.R.L.,"Via Roma,94",,1206,301,1507,45.6411265382,10.0108322598
14719,SO,14015,CASTIONE ANDEVENNO,EDILBI COMMERCIALE CASTIONE SCARL,Via Del Piano,,0,6100,6100,46.1625694101,9.8067784992
12880,MI,15176,POGLIANO MILANESE,STATALE 33 S.R.L.,Area In Fregio Alla Ss33 Del Sempione E Sp229,,0,9300,9300,45.5422142956,9.0116215913
14448,PV,18095,MONTEBELLO DELLA BATTAGLIA,MONTEBELLO SRL,Via Mirabella,D,300,4940,5240,44.9980365023,9.0703714358
8971,MI,15146,MILANO,MONFERRINI GUIDO,"Foro Buonaparte, 74",A,300,2550,2850,45.4688014618,9.1823555067
14630,VA,12108,OLGIATE OLONA,GARDEN PROJECT SRL,"Via Busto Fagnano, 52",D,150,3600,3750,45.6289637926,8.8589653647
8200,MI,15146,MILANO,BALDAN ALBERTO,"Via Santa Radegonda, 3",A,702,21338,22040,45.4648403919,9.191833879
6460,MB,108033,MONZA,IPER MONTEBELLO SPA,"Via Della Guerina, 98",,4875,2375,7250,45.5858788729,9.3118052436
2169,BS,17092,LONATO DEL GARDA,CEDRO '99 SRL,Via Mantova N. 36,,7000,21226,28226,45.429311638,10.5137892029
8836,SO,14063,TALAMONA,SMA SPA,"Via Stelvio, 2/B",,1500,2000,3500,46.142808653,9.6157382469
8207,MI,15146,MILANO,BERALDO STEFANO,"C.So S. Gottardo, 29/31",,950,2520,3470,45.4491990396,9.1801844625
6019,MB,108010,BOVISIO-MASCIAGO,AUMAI S.P.A.,"Via Nazionale Dei Giovi, 41",,0,3427,3427,45.6011698435,9.1436727109
2677,CO,13154,MONTANO LUCINO,PEANTE SPA,Localita Gelata,,0,11738,11738,45.7802468855,9.0426758352
4519,MI,15210,SETTALA,FERCOLOR ITALIA SNC,Via D.Minzoni 3,D,0,1870,1870,45.4256118649,9.3926928184
8981,MB,108029,MACHERIO,ESSELUNGA S.P.A.,Via Don Gnocchi,,2733,1502,4235,45.6369105201,9.2667497787
2070,BS,17147,PONCARALE,ANCILLA SCALVINI SPA,Via S.S. 45 Bis 4,C,0,6000,6000,45.4611763188,10.2057254762
14313,MI,15146,MILANO,BORGHI ARMANDO ANTONIO CARO,"Largo Domodossola, 1a",,1036,13932,14968,45.4799797135,9.1596565932
6078,BS,17170,SALO',LA GALLERIA SRL - SMAFIN S.P.A.,"V. Montessori, 1",,765,1904,2669,45.6016403948,10.5164515063
11469,MN,20027,GONZAGA,MAXI DI SRL,"Via Brigate Garibaldine, 2",,1500,1000,2500,44.9446684362,10.8505014313
12374,MB,108051,BUSNAGO,LEROY MERLIN,Via Italia,D,0,5854,5854,45.6206496791,9.4715219581
10873,MI,15146,MILANO,ESSELUNGA SPA,"Via Lorenteggio, 219",,2700,1800,4500,45.4449499715,9.1237655037
6070,MI,15130,MAGENTA,KIRSCHE SPA,Via Piave,,0,7400,7400,45.4712417171,8.8784209679
5939,CR,19021,CASALMAGGIORE,CONSORZIO PADANO,"Via Volta, 49",,1499,4330,5829,44.9803983586,10.4293866424
6138,VA,12032,CARDANO AL CAMPO,F.LLI RIGOLIO SNC,"Via Garibaldi,4",C,0,3320,3320,45.6434527197,8.7710016224
10812,VA,12070,GALLARATE,MEDIAMARKET SPA,Viale Milano 99,B,0,3130,3130,45.6465965681,8.8146405656
2678,MI,15170,PERO,GRANCASA S.P.A.,"Via Monti, 2",C,0,6000,6000,45.5078053421,9.0980095828
2469,BG,16089,CURNO,CISALFA SPORT SPA,Via Lega Lombarda 1,A,0,2288,2288,45.6844443551,9.6119868302
3949,MB,108028,LISSONE,DECATHLON ITALIA SRL,Viale Valassina,D,50,2791,2841,45.6053236136,9.2290422892
6459,MB,108033,MONZA,ESSELUNGA SPA,"Via Brembo, 4/8",,2069,1431,3500,45.5699799626,9.2470160846
12185,BS,17164,ROE' VOLCIANO,SOCIETA' SAN MARCO S.R.L.,Via Marconi  56/58,,3750,3250,7000,45.6259980157,10.497872031
14165,MI,15154,NERVIANO,GRANCASA S.P.A.,"Via Canova, 6",D,0,8900,8900,45.554774798,8.9806811727
1777,MI,15011,ASSAGO,RIALTO SRL (EX TIDONE SRL),Via Cascina Venina 13 - Ed. H,,2625,875,3500,45.4006690621,9.1496818161
8727,MB,108034,MUGGIO',COOP LOMBARDIA,Viale Repubblica,,2000,1000,3000,45.5905035098,9.2158378361
8197,MI,15146,MILANO,ACHILLI DOMENICO,"Via G.B. Cassinis, 23",D,0,3163,3163,45.4365609004,9.2323635943
8202,MI,15146,MILANO,BERALDO STEFANO,"Via Cuneo, 2",A,30,2555,2585,45.4670544187,9.1541223339
10014,LO,98021,CORNEGLIANO LAUDENSE,CANTONI SHOES,Via Codognino,,2478,6887,9365,45.2866401112,9.4727857717
5795,MN,20003,BAGNOLO SAN VITO,SAS ARREDAMENTI PONTI DI PONTI V.P. E C.,Via  G.Rossini 6,C,0,2200,2200,45.0962047847,10.8524052555
8205,MI,15146,MILANO,PERIN NICOLA,"Piazza 5 Giornate, 1a",A,450,6088,6538,45.4625374091,9.2063460929
11039,VA,12133,VARESE,ESSELUNGA SPA,V. Caracciolo/Campi Lunghi,,2010,2410,4420,45.8354129273,8.7921947485
12586,MI,15081,COLOGNO MONZESE,ESSELUNGA SPA,Viale Lombardia Ang.Pergolesi,,1964,1615,3579,45.5415045147,9.2744925432
10818,VA,12070,GALLARATE,EXTRAMARKET SPA,"Via Lario, 37",,3090,2431,5521,45.6521302919,8.7846598846
